0,1,2,3,4,5,6,7
0.22334534717613008,0.013090494882945185,0.005406905165450878,0.00022540787953812623,-2.487407495462658e-07,-2.5779830833389536e-05,-7.184439379249905e-09,cygne
0.22170914386328802,0.012079164891997361,0.00548461977779995,0.0002162309044427411,-2.3373595472576275e-07,-2.3639833006328817e-05,-2.8588153610808948e-08,bateau
0.2212169920765662,0.012055244162263909,0.005374313075604794,0.0002126854737130652,-2.1795826507396843e-07,-2.268978452971303e-05,-6.48047819625127e-08,renard
0.22018769536501398,0.01162971812572696,0.005325250783539441,0.00020394064969208323,-2.1146928733264303e-07,-2.1924833648227556e-05,2.1234005579830116e-08,maison
0.2226407013979084,0.012636676836165267,0.005440907502487236,0.0002200876876375291,-2.400480372416084e-07,-2.4687512981687838e-05,-1.9519874113547862e-08,marteau
0.22293477002993042,0.012842915509321708,0.0054171874774488985,0.00022198265985197278,-2.4269266882262167e-07,-2.5104929743496383e-05,-1.8870329817218855e-08,tortue
0.22375800662595474,0.013156351421793257,0.005473784836173416,0.00022840810695724025,-2.540530549992419e-07,-2.6110861071909805e-05,2.613949904146326e-08,pont
0.22259514479906647,0.012606038619797838,0.005455860379939591,0.00022212157331494368,-2.439467192950921e-07,-2.490288558521221e-05,-1.6761577264268366e-08,lapin
0.22258976381999185,0.01263463568886126,0.005436589685851286,0.00022102863829426606,-2.41666610787991e-07,-2.4795775961564316e-05,1.7374073145279843e-08,coeur
0.22420216717072117,0.01343141634222114,0.005446064621042183,0.00022937348940086337,-2.562375586978426e-07,-2.657484033821884e-05,-8.035438713435433e-09,chat
0.22007451170829662,0.011551656351966349,0.005339537243283912,0.0002044908744336353,-2.1133419003012097e-07,-2.1813694659619645e-05,3.15714611517931e-08,montagne
0.21872638201076133,0.010949545979450895,0.005312942957062046,0.0001978347295376251,-2.020614341966654e-07,-2.0642833677986515e-05,1.7582292974654884e-08,bol
